symbol,trades,net_profit,swap
AAPL.NAS,186,-302.27,-0.01
XNGUSD,30,-144.30,3.84
XBRUSD,66,-9.50,-224.10
SOXX.NAS,65,-0.55,0.00
EURUSD,63,81.43,-10.69
AUDUSD,79,99.58,-5.93
DE40,924,166.90,-67.57
XTIUSD,68,443.00,-334.70
NVDA.NAS,369,545.91,-1.48
BTCUSD,338,3048.62,0.00
MU.NAS,413,5719.00,-1.46
TSLA.NAS,203,7060.74,-0.01
XAUUSD,1765,29616.46,-3134.68
