symbol,trades,net_profit,swap
NVDA.NAS,390,-506.53,-1.51
AAPL.NAS,200,-286.55,-0.01
DE40,943,60.42,-69.97
AUDUSD,82,103.21,-5.41
EURUSD,68,135.56,-13.64
XTIUSD,87,705.00,-334.99
BTCUSD,354,4160.39,0.00
MU.NAS,439,5199.98,-1.56
TSLA.NAS,214,10871.16,0.00
XAUUSD,2958,36639.12,-2624.18
