symbol,trades,net_profit,swap
NVDA.NAS,373,-1099.46,-1.43
AAPL.NAS,195,-250.91,-0.01
XNGUSD,30,-144.60,3.84
XBRUSD,79,-140.00,-228.12
SOXX.NAS,68,-0.64,0.00
EURUSD,67,118.83,-11.47
AUDUSD,75,118.97,-5.20
DE40,913,485.38,-67.23
XTIUSD,82,800.00,-340.07
BTCUSD,345,4302.57,0.00
MU.NAS,418,5662.84,-1.44
TSLA.NAS,207,9937.11,-0.02
XAUUSD,2828,35519.09,-2471.73
