symbol,trades,net_profit,swap
BTCUSD,40,-510.44,0.00
AUDUSD,6,-140.02,-1.38
XBRUSD,9,-93.00,-73.32
XTIUSD,10,-91.50,-29.28
EURUSD,4,-80.38,1.08
DE40,127,383.86,-20.08
XAUUSD,309,3058.65,-286.15
