symbol,trades,net_profit,swap
NVDA.NAS,287,-191.14,-0.63
XBRUSD,61,-160.00,-145.11
AAPL.NAS,157,-115.34,-0.01
XNGUSD,11,-82.80,0.00
EURUSD,53,-10.31,-1.46
SOXX.NAS,44,-0.12,0.00
AUDUSD,63,75.66,-2.47
DE40,348,445.14,-22.60
XTIUSD,68,581.50,-220.55
MU.NAS,279,1166.74,-0.38
BTCUSD,301,1742.90,0.00
TSLA.NAS,129,4861.29,0.02
XAUUSD,1510,6674.09,-872.09
