symbol,trades,net_profit,swap
XNGUSD,30,-492.00,13.85
AAPL.NAS,183,-182.51,-0.04
XBRUSD,78,-148.00,-229.04
EURUSD,65,-91.30,-11.03
SOXX.NAS,63,-1.13,0.00
XTIUSD,81,770.50,-341.89
NVDA.NAS,319,1058.66,-2.30
AUDUSD,70,1107.65,-8.66
DE40,858,1383.40,-84.44
BTCUSD,319,12752.44,0.00
MU.NAS,356,14614.77,-1.74
TSLA.NAS,189,19794.32,0.20
XAUUSD,2543,63373.96,-3010.52
