symbol,trades,net_profit,swap
AUDUSD,12,-246.75,-0.65
TSLA.NAS,24,-95.37,-0.02
DE40,45,-16.41,-1.96
EURUSD,6,-15.74,-2.67
SOXX.NAS,5,-0.10,0.00
BTCUSD,17,26.01,0.00
AAPL.NAS,24,36.53,-0.01
NVDA.NAS,25,84.97,-0.13
XBRUSD,9,116.00,-22.56
XTIUSD,5,266.00,-5.49
MU.NAS,34,309.53,-0.06
XAUUSD,221,535.10,-248.92
