symbol,trades,net_profit,swap
XBRUSD,90,-384.50,-290.60
DE40,917,-137.77,-49.10
XNGUSD,30,-26.30,0.77
AUDUSD,83,-17.10,-1.24
EURUSD,64,-7.89,-1.58
SOXX.NAS,66,-0.57,0.00
AAPL.NAS,219,7.50,0.00
NVDA.NAS,342,52.27,-0.01
BTCUSD,327,182.32,0.00
XTIUSD,86,536.00,-405.46
TSLA.NAS,213,761.30,0.00
MU.NAS,390,1327.01,0.00
XAUUSD,2692,2073.85,-287.05
