symbol,trades,net_profit,swap
XTIUSD,10,-285.50,-108.77
DE40,238,-229.20,-10.84
XBRUSD,7,-160.50,-50.77
AAPL.NAS,65,-99.91,0.00
SOXX.NAS,10,0.05,0.00
MU.NAS,94,8.68,-0.18
AUDUSD,8,26.32,-0.12
EURUSD,22,80.25,-2.56
NVDA.NAS,116,455.70,-0.11
TSLA.NAS,60,841.84,0.00
XAUUSD,706,3404.57,-313.23
BTCUSD,94,6111.37,0.00
