symbol,trades,net_profit,swap
XTIUSD,9,-287.50,-23.79
XBRUSD,6,-159.00,-39.48
DE40,221,-155.23,-10.49
SOXX.NAS,8,0.06,0.00
AUDUSD,8,18.61,-0.24
AAPL.NAS,57,86.94,0.00
EURUSD,20,156.52,-3.86
NVDA.NAS,105,869.55,-0.36
TSLA.NAS,57,1372.47,0.01
MU.NAS,90,1906.48,-0.47
BTCUSD,85,7628.13,0.00
XAUUSD,640,8079.54,-692.30
