symbol,trades,net_profit,swap
MU.NAS,284,-4739.29,-0.95
NVDA.NAS,305,-984.80,-1.01
AAPL.NAS,157,-314.30,0.00
AUDUSD,62,-110.44,-2.65
XNGUSD,3,-51.30,0.00
SOXX.NAS,50,-0.39,0.00
XBRUSD,53,96.50,-279.06
EURUSD,56,301.40,-13.77
XTIUSD,58,428.50,-388.55
DE40,839,787.15,-54.81
BTCUSD,316,1419.53,0.00
TSLA.NAS,185,1597.31,-0.04
XAUUSD,2453,17223.55,-1096.50
