symbol,trades,net_profit,swap
AAPL.NAS,188,-252.61,-0.01
XNGUSD,30,-200.40,5.37
XBRUSD,78,-148.00,-228.12
SOXX.NAS,63,-0.54,0.00
EURUSD,65,44.09,-11.41
NVDA.NAS,328,193.36,-1.34
AUDUSD,71,371.31,-5.97
DE40,859,643.01,-68.59
XTIUSD,81,770.50,-340.07
MU.NAS,358,4946.46,-1.42
BTCUSD,322,5877.75,0.00
TSLA.NAS,189,9121.01,0.00
XAUUSD,2546,39249.82,-2552.18
