symbol,trades,net_profit,swap
TSLA.NAS,43,-930.49,0.01
DE40,113,-46.23,-7.04
XTIUSD,2,-10.00,-7.32
SOXX.NAS,8,-0.02,0.00
EURUSD,4,21.12,-1.41
AUDUSD,2,41.48,0.00
AAPL.NAS,48,66.76,0.00
XBRUSD,3,73.50,-39.48
NVDA.NAS,58,914.79,-0.23
MU.NAS,63,1538.19,-0.18
BTCUSD,52,7201.57,0.00
XAUUSD,356,7543.14,-438.86
