symbol,trades,net_profit,swap
XAUUSD,294,-659.77,-179.88
BTCUSD,48,-505.10,0.00
XTIUSD,6,-202.50,-12.81
XBRUSD,4,-188.00,-11.28
MU.NAS,38,-128.98,-0.25
DE40,137,-85.28,-6.69
NVDA.NAS,58,-30.44,-0.12
SOXX.NAS,2,0.07,0.00
AUDUSD,7,11.53,-0.24
AAPL.NAS,16,17.88,0.00
EURUSD,16,126.73,-1.94
TSLA.NAS,20,2547.98,0.00
