symbol,trades,net_profit,swap
BTCUSD,108,-505.48,0.00
XTIUSD,22,-143.50,-131.09
AUDUSD,21,-112.32,-1.74
EURUSD,19,-80.43,2.88
XBRUSD,15,-24.00,-117.70
AAPL.NAS,17,-22.63,0.00
SOXX.NAS,6,0.00,0.00
NVDA.NAS,37,251.76,-0.09
TSLA.NAS,25,322.46,0.00
DE40,328,371.15,-33.57
MU.NAS,48,673.11,-0.10
XAUUSD,813,6337.69,-692.38
